Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Pilot Fish,https://www.crunchbase.com/organization/pilot-fish,Venture Capital,1,,,,Pilot Fish invests in fast growth companies based mainly in France and Switzerland.,1,,1,Active,,,http://www.pilot-fish.eu/,,,,,,,,,,Private,"120,401"
be determined,https://www.crunchbase.com/organization/gorilla-beheer-bv,Venture Capital,1,,,,Venture Capital,1,,,Active,2016-01-06,day,,,Information Technology,Information Technology,1,To be determined,,Early Stage Venture,For Profit,,Private,"120,464"
John Diklev,https://www.crunchbase.com/person/john-diklev,Individual/Angel,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",John Diklev,1,,,,,,,https://se.linkedin.com/in/john-diklev-9224a2198,,,,,,,,,,"120,640"
Marcus Nagel,https://www.crunchbase.com/person/marcus-nagel-4a99,Individual/Angel,1,,"Schindellegi, Schwyz, Switzerland","Europe, Middle East, and Africa (EMEA)",Marcus Nagel is the Chairman and Founder of Summitas Gruppe. He previously worked at Zurich Insurance Company Ltd as a CEO. Marcus Nagel att...,1,,,,,,,https://www.linkedin.com/in/marcus-nagel-3372b726,,,,,,,,,,"120,709"
ATARAXION,https://www.crunchbase.com/organization/ataraxion-investment-group,Angel Group,1,,"Karlsruhe, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",ATARAXION is a technology startup investment firm focused exclusively on the pre-seed stage.,1,,,Active,2021-01-15,day,,,,,,,1-10,"Convertible Note, Early Stage Venture",,,Private,"120,812"
SCRM Barcelona,https://www.crunchbase.com/organization/scrm-barcelona,Venture Capital,1,,,,SCRM Barcelona offers growth financing to firms in the growth stage.,1,,,Active,,,http://scrm.es,,,,,,,Seed,,,Private,"120,820"
Simon Drake,https://www.crunchbase.com/person/simon-drake,Individual/Angel,1,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Simon Drake is the Managing Director, Co-Founder and Partner at Space Ventures Investors. He attended Design College Australia.",1,,1,,,,,https://www.linkedin.com/in/simondrake,,,,,,Seed,,,,"120,875"
Marius Krikstopaitis,https://www.crunchbase.com/person/marius-krikstopaitis,Individual/Angel,1,,"Lithuania, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Marius Krikstopaitis StartupHighway.,1,,,,,,,https://www.linkedin.com/in/mkrikstopaitis/,,,,,,,,,,"120,954"
Karim Zaghloul,https://www.crunchbase.com/person/karim-zaghloul,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Karim Zaghloul is a co-founder and CPO at WorkMotion.,1,,,,,,,https://www.linkedin.com/in/karim-zaghloul-workmotion,,,,,,,,,,"120,991"
Andrea Bocelli,https://www.crunchbase.com/person/andrea-bocelli,Individual/Angel,1,,"Lucca, Toscana, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Andrea Bocelli is the Founder and Professional Singer of SNAP.,1,,,,,,https://www.andreabocelli.com,https://www.linkedin.com/in/andreabocelliofficial,,,,,,,,,,"121,015"
Selçuk Boydak,https://www.crunchbase.com/person/selçuk-boydak,Individual/Angel,1,,"Freienbach, Schwyz, Switzerland","Europe, Middle East, and Africa (EMEA)",Selçuk Boydak is the Co-Founder and Lecturer at AI Business School. Selçuk attended Boğaziçi University.,1,,1,,,,,https://www.linkedin.com/in/boydak,,,,,,,,,,"121,032"
Dragon Invest,https://www.crunchbase.com/organization/dragon-invest,Venture Capital,1,,,,Dragon Invest is an investment arm of SVT show Draknöstet.,1,,1,Active,2022-05-01,day,,,,,,,1-10,Seed,,,Private,"121,496"
Ibexia AB,https://www.crunchbase.com/organization/ibexia-ab,,1,,,,Investment,1,,,Active,2018-03-01,day,,,,,,,,,,,Private,"121,853"
TÜV 1 GmbH,https://www.crunchbase.com/organization/tüv-1-gmbh,,1,,,,Part of the TÜV Rheinland Group,1,,1,Active,1871-01-01,year,,,,,,,,,For Profit,,Private,"123,898"
Flowervalley Ventures AB,https://www.crunchbase.com/organization/flowervalley-ventures-ab,Micro VC,1,,,,Investment,1,,,Active,2021-01-21,day,,,,,,,,Seed,,,Private,"124,367"
Matt Penneycard,https://www.crunchbase.com/person/matt-penneycard,"Individual/Angel, Investment Partner",1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Matt has been a pre-seed investor for over fifteen years. He is the former head of Downing Ventures and has worked supporting US and UK comp...,1,,,,,,,https://www.linkedin.com/in/matt-penneycard-48a1b41/,,,,,,,,,,"124,741"
Rob Khazzam,https://www.crunchbase.com/person/rob-khazzam,Individual/Angel,1,,"Toronto, Ontario, Canada",Great Lakes,Co-Founder & CEO at Float.He attended Ivey Business School at Western University.,1,,,,,,,https://www.linkedin.com/in/rob-khazzam-a795b211/,,,,,,,,,,"125,701"
Vip Amin,https://www.crunchbase.com/person/vip-amin,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Vip Amin is the Founder of Uswitch and the Owner and Managing Director of MyUtilityGenius.,1,,1,,,,,,,,,,,,,,,"125,917"
Dascof,https://www.crunchbase.com/organization/dascof,Micro VC,1,,,,Dascof invest in outliers.The blockchain and crypto-projects that lay the foundations for a societal paradigm shift.,1,,,Active,,,https://dascof.com,,Web3,"Blockchain and Cryptocurrency, Internet Services",,,,"Early Stage Venture, Seed",,,Private,"126,467"
IClub Ventures,https://www.crunchbase.com/organization/iclub-ventures,"Micro VC, Venture Capital",1,,"Brescia, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Steward of your Startup,1,,1,Closed,2012-01-02,day,http://iclubventures.it,,,,,,,,,,Private,"126,704"
IBResearch,https://www.crunchbase.com/organization/ibresearch,Angel Group,1,,,,A pool of business angels from the Institute for Operating Systems and Computer Networks at the TU Braunschweig,1,,,Active,,,,,,,,,,,,,Private,"127,769"
Akoleo,https://www.crunchbase.com/organization/akoleo,,1,,,,Akoleo operates as an investment firm.,1,,,Active,,,,,,,,,,,,,Private,"127,960"
Ferdinand Ahorner,https://www.crunchbase.com/person/ferdinand-ahorner,Individual/Angel,1,,"Austria, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ferdinand Ahorner,1,,1,,,,,,,,,,,,,,,"128,651"
Alihan Ozbayrak,https://www.crunchbase.com/person/alihan-ozbayrak,Individual/Angel,1,,"West Lafayette, Indiana, United States","Great Lakes, Midwestern US",Alihan Ozbayrak is the CoFounder & CTO and director of engineering at Socio (acquired by Cisco). Alihan Ozbayrak attended Purdue University,1,,,,,,,https://www.linkedin.com/in/aozbayra/,,,,,,,,,,"129,441"
Triple F (friends family and fools),https://www.crunchbase.com/person/triple-f-friends-family-and-fools,Individual/Angel,1,,,,Triple F (friends family and fools),1,,1,,,,,,,,,,,,,,,"129,537"
Mohamad El Boudi,https://www.crunchbase.com/person/mohamad-el-boudi,Individual/Angel,1,,"France, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)","Founder of Anya, built the entire underlying tech platform, recruited the team and provided initial investment.",1,,1,,,,https://intro.meetanya.com,https://linkedin.com/in/melboudi,,,,,,Seed,,,,"129,666"
Mathias Haddal Hovet,https://www.crunchbase.com/person/mathias-haddal-hovet,Individual/Angel,1,,"More og Romsdal, Norway, Europe","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Mathias Haddal Hovet is a co founder at Wanda.,1,,,,,,,https://www.linkedin.com/in/mathiashovet,,,,,,Early Stage Venture,,,,"130,548"
John Yeo,https://www.crunchbase.com/person/john-yeo,Individual/Angel,1,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",John Yeo - Co-Founder & CEO @ Codebashing,1,,1,,,,,,,,,,,,,,,"130,910"
Druid Capital Ltd,https://www.crunchbase.com/organization/druid-capital-ltd,"Angel Group, Venture Capital",1,,,,Venture Capital and Private Equity Principals,1,,1,Active,2009-01-01,year,,https://www.linkedin.com/company/druid-capital-ltd/about/,,,,,,Seed,,,Private,"131,272"
Valerio Fonseca,https://www.crunchbase.com/person/valerio-fonseca,Individual/Angel,1,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Valerio graduated in Business Management from the Bocconi University. From 2004 to 2008, he was a manager in Tamburi Investment Partners S.p...",1,,,,,,,https://www.linkedin.com/in/valerio-fonseca/,,,,,,,,,,"131,364"
Marie Louise Seelig,https://www.crunchbase.com/person/marie-louise-seelig,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Marie Louise is the founder and CEO of Acatus GmbH, an innovative B2B FinTech platform for real-time securitization of loans and other asset...",1,,,,,,,https://www.linkedin.com/in/marie-louise-seelig-22394966/,,,,,,,,,,"131,889"
Yunus Becit,https://www.crunchbase.com/person/yunus-becit-34a9,Individual/Angel,1,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Yunus Becit,1,,1,,,,,https://www.linkedin.com/in/yunus-becit-8b408751/,,,,,,Early Stage Venture,,,,"132,061"
Eerik Oja,https://www.crunchbase.com/person/eerik-oja,Individual/Angel,1,,"Johannesburg, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)",Eerik Oja is a Co-Founder and Chief Executive Officer at Planet42.,1,,,,,,,https://www.linkedin.com/in/eerik/,,,,,,,,,,"132,358"
KIROI,https://www.crunchbase.com/organization/kiroi,,1,,,,"KIROI is a fund backed by German industrial investors, specializing in innovative industrial technologies and AI-powered solutions.",1,,,Active,,,,,,,,,,,,,Private,"132,525"
Mathias Bosse,https://www.crunchbase.com/person/mathias-bosse,"Individual/Angel, Investment Partner",1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early Stage VC Investor focused on Supply Chain Tech companies in Europe,1,,,,,,http://www.prequelvc.com,https://de.linkedin.com/in/mathias-bosse-25254365,,,,,,"Convertible Note, Early Stage Venture, Seed",,,,"132,863"
Gabriele Borga,https://www.crunchbase.com/person/gabriele-borga,Individual/Angel,1,,"Mendrisio, Ticino, Switzerland","Europe, Middle East, and Africa (EMEA)",Gabriele Borga is the Founder and CEO of Exelero.,1,,,,,,,https://www.linkedin.com/in/gabrieleborga,,,,,,,,,,"133,393"
Deepak Bhavsar,https://www.crunchbase.com/person/deepak-bhavsar-f3fe,Individual/Angel,1,,"United Arab Emirates, Asia","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","A Sales Evangelist with over 10 years of industry experience in Executive Search & Recruitment within the Technology, Consulting and Financi...",1,,,,,,http://www.suppportroom.com,https://www.linkedin.com/in/deepakbb/,,,,,,,,,,"134,001"
Michael Wear,https://www.crunchbase.com/person/michael-wear-76d9,Individual/Angel,1,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Michael Wear  is Co-Founder & CEO at Blankfactor.,1,,,,,,,https://www.linkedin.com/in/mikewear,,,,,,,,,,"134,465"
Isar Valley Ventures,https://www.crunchbase.com/organization/isar-valley-ventures,Venture Capital,1,,,,Isar Valley Ventures is an investment firm.,1,,,Active,,,,,,,,,,,,,Private,"134,672"
Ziad Khoury,https://www.crunchbase.com/person/ziad-khoury-2,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ziad Khoury - Co-Founder & COO @ Padam,1,,,,,,,https://www.linkedin.com/in/ziad-khoury-a28a7397/,,,,,,,,,,"134,744"
Kaya Diker,https://www.crunchbase.com/person/kaya-diker,Individual/Angel,1,,"Istanbul, Turkey, Europe","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Kaya Diker is the Co-Founder and CTO of Faladdin and Vision Technology. He previously worked at Michigan State University as a Research Assi...,1,,,,,,,https://www.linkedin.com/in/kayadiker,,,,,,,,,,"135,275"
Nicolas Jedraszak,https://www.crunchbase.com/person/nicolas-jedraszak,Individual/Angel,1,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Nicolas Jedraszak is the Co-Founder of Amano. He previously worked at Daily as a Co-Founder.,1,,,,,,,https://www.linkedin.com/in/nicolas-jedraszak-a54b04,,,,,,,,,,"136,159"
Andreas Beckmann,https://www.crunchbase.com/person/andreas-beckmann-3ad2,Individual/Angel,1,,,,Andreas Beckmann,1,,,,,,,,,,,,,,,,,"136,833"
Hugo Valdivia,https://www.crunchbase.com/person/hugo-valdivia-cc56,Individual/Angel,1,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hugo was born and raised in Peru. In early 2000’s he got his Diploma in Industrial Engineering, starting off his career in the Logistics ind...",1,,,,,,,https://www.linkedin.com/in/havaldivia,,,,,,,,,,"136,896"
Alpha Ventures,https://www.crunchbase.com/organization/alpha-ventures,"Private Equity Firm, Venture Capital",1,,"Athens, Attiki, Greece","European Union (EU), Europe, Middle East, and Africa (EMEA)","Alpha Ventures A.E. is the private equity and venture capital arm of the Alpha Bank A.E. specializing in providing growth capital,",1,,,Active,1990-01-01,year,https://www.alpha.gr/en/group/alpha-bank/group-companies/investment-services/alpha-ventures,https://www.linkedin.com/company/alpha-bank,,,1,Nancy Schultz,10001+,Seed,,,Private,"136,978"
Kim Durand,https://www.crunchbase.com/person/kim-durand-5eef,Individual/Angel,1,,"Mexico City, Distrito Federal, Mexico",Latin America,Kim Durand,1,,,,,,,https://www.linkedin.com/in/kim-durand/,,,,,,,,,,"137,087"
Tokunboh Ishmael,https://www.crunchbase.com/person/tokunboh-ishmael,"Individual/Angel, Investment Partner",1,,"Lagos, Lagos, Nigeria","Europe, Middle East, and Africa (EMEA)","Tokunboh Ishmael - MD, CEO and Co-Founder @ Alitheia Capital",1,,,,,,http://www.thealitheia.com,https://www.linkedin.com/in/tokunbohishmael,,,,,,,,,,"137,315"
Adam S. Lasri,https://www.crunchbase.com/person/adam-s-lasri,Individual/Angel,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",executive and partner.,1,,,,,,,https://www.linkedin.com/in/adam-s-lasri-87463139,,,,,,,,,,"137,345"
Caleb Sheridan,https://www.crunchbase.com/person/caleb-sheridan,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Caleb Sheridan - Co-Founder & Product Lead @ Eden Network,1,,,,,,,https://www.linkedin.com/in/caleb-sheridan/,,,,,,,,,,"138,653"
Stuart McCamley,https://www.crunchbase.com/person/stuart-mccamley-3ca6,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","If you would like to connect, send me a message saying how I can help you. My focus is now on Bountiful. I've been lucky enough to have work...",1,,1,,,,,https://www.linkedin.com/in/smccamley,,,,,,"Convertible Note, Debt, Early Stage Venture, Seed",,,,"138,677"
Chaudronnerie Lespinasse,https://www.crunchbase.com/organization/chaudronnerie-lespinasse,,1,,"Hiersac, Poitou-Charentes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Chaudronnerie Lespinasse is a construction company that focuses on boilermaking, piping, mechanics, and industrial maintenance.",1,,,Active,,,,https://www.linkedin.com/company/chaudronnerie-lespinasse,Construction,Real Estate,1,Jean Lespinasse,11-50,,,,Private,"138,718"
Omri Cohen,https://www.crunchbase.com/person/omri-cohen-2,Individual/Angel,1,,"Tel Aviv, Israel, Asia","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Mr.Omri Cohen is a Founder at Yotpo.,1,,,,,,http://www.yotpo.com,https://www.linkedin.com/in/omric/,,,,,,,,,,"138,782"
